TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,555528748,555528748,1,Barboj di Rivalta,Barboj di Rivalta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.24,4.23819995991669,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528828,555528828,1,"Passo della Raticosa; Sassi di San Zanobi e della Mantesca","Passo della Raticosa; Sassi di San Zanobi e della Mantesca",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,22.08,22.0828193849812,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580468,555580468,1,Parma Morta,Parma Morta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.01,6.01184945607499,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia occidentale - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528751,555528751,1,Pietra di Bismantova,Pietra di Bismantova,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.01,2.01509674135395,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Parco nazionale Appennino Tosco-Emiliano - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528752,555528752,1,Gessi Triassici,Gessi Triassici,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,19.08,19.0929488829282,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Parco nazionale Appennino Tosco-Emiliano - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528756,555528756,1,"San Valentino; Rio della Rocca","San Valentino; Rio della Rocca",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,7.85,7.85210735895068,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555578839,555578839,1,Cronovilla,Cronovilla,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.92,0.915944252548041,Not Applicable,0,Designated,2012,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580470,555580470,1,"Monte Acuto; Alpe di Succiso","Monte Acuto; Alpe di Succiso",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,32.54,32.5583072651772,Not Applicable,0,Designated,1999,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Parco nazionale Appennino Tosco-Emiliano - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580469,555580469,1,Monte Ventasso,Monte Ventasso,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,29.13,29.1522770902899,Not Applicable,0,Designated,1999,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Parco nazionale Appennino Tosco-Emiliano - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528763,555528763,1,Colombarone,Colombarone,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.5,0.495213397451992,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528750,555528750,1,Fontanili di Corte Valle Re,Fontanili di Corte Valle Re,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.77,8.76557649143382,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia centrale - Comune di Reggio Emilia - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528767,555528767,1,Media Valle del Sillaro,Media Valle del Sillaro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,11.07,11.0726218768593,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580505,555580505,1,Contrafforte Pliocenico,Contrafforte Pliocenico,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,26.27,26.2769950467549,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia orientale - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529807,555529807,1,Torrente San Cataldo,Torrente San Cataldo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.68,8.70466596835749,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580476,555580476,1,"Gessi Bolognesi; Calanchi dell'Abbadessa","Gessi Bolognesi; Calanchi dell'Abbadessa",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,42.96,42.9644180255622,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia orientale - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528765,555528765,1,Monte Sole,Monte Sole,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,64.76,64.7682460664485,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia orientale - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580498,555580498,1,Valli di Comacchio,Valli di Comacchio,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,167.81,167.704567432351,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Delta del Po - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580478,555580478,1,Biotopi e Ripristini ambientali di Medicina e Molinella,Biotopi e Ripristini ambientali di Medicina e Molinella,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,40.21,40.2047590524813,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580479,555580479,1,"Biotopi e Ripristini ambientali di Bentivoglio; S. Pietro in Casale, Malalbergo e Baricella","Biotopi e Ripristini ambientali di Bentivoglio; S. Pietro in Casale; Malalbergo e Baricella",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,32.06,32.0526429454009,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Comune di Bentivoglio - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555578841,555578841,1,Cassa di espansione del Torrente Samoggia,Cassa di espansione del Torrente Samoggia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.45,1.44998394221,Not Applicable,0,Designated,2012,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580511,555580511,1,"Vene di Bellocchio; Sacca di Bellocchio, Foce del Fiume Reno, Pineta di Bellocchio","Vene di Bellocchio; Sacca di Bellocchio; Foce del Fiume Reno, Pineta di Bellocchio",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,3.1416,1.998204,22.44,22.4218152302094,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,"ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Delta del Po - Regione Emilia-Romagna - MiPAAF; Gestione ex ASFD",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529027,555529027,1,Monte Pennino - Scurosa,Monte Pennino - Scurosa,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,24.96,24.969743562598,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Per il territorio del SIC compreso in quello dell'Unione montana Ambito 4: Ambito n. 4 - Unione montana Alte Valli del Potenza e dell’ Esino ,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580552,555580552,1,Montagna dei Fiori,Montagna dei Fiori,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.06,6.06947416335361,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Ascoli Piceno Servizio Parchi Ed Agricoltura,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528775,555528775,1,Bosco di Sant'Agostino o Panfilia,Bosco di Sant'Agostino o Panfilia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.88,1.88075682238036,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTI GESTORI: Comune di Pieve di Cento - Comune di Galliera - Regione Emilia-Romagna,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580515,555580515,1,"Bosco della Mesola; Bosco Panfilia, Bosco di Santa Giustina, Valle Falce, La Goara","Bosco della Mesola; Bosco Panfilia; Bosco di Santa Giustina, Valle Falce, La Goara",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,15.63,15.622062155986,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Delta del Po,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580486,555580486,1,"Pineta di San Vitale; Bassa del Pirottolo","Pineta di San Vitale; Bassa del Pirottolo",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,12.22,12.2119463364006,Not Applicable,0,Designated,1999,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Delta del Po,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580492,555580492,1,Salina di Cervia,Salina di Cervia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,10.96,10.9499923592449,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Delta del Po,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529397,555529397,1,Alta Valle del Fiume Bussento,Alta Valle del Fiume Bussento,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.25,6.26548368108836,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Campania,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529400,555529400,1,Basso corso del Fiume Bussento,Basso corso del Fiume Bussento,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0.005583,4.14,4.15059374115517,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Campania,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528803,555528803,1,Monte Sagro,Monte Sagro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,12.2,12.2101230756531,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Consorzio (Consiglio Di Gestione).,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529050,555529050,1,Fondali tra le foci del Fiume Chiarone e Fiume Fiora,Fondali tra le foci del Fiume Chiarone e Fiume Fiora,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,26.29,26.2692745875,26.29,26.2696556718612,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,"Regione Lazio - Direzione Infrastrutture; Ambiente e Politiche Abitative",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529401,555529401,1,Fasce litoranee a destra e a sinistra del Fiume Sele,Fasce litoranee a destra e a sinistra del Fiume Sele,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0.157545,6.3,6.30736482300731,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Campania,http://www.natura2000.servizirl.it/,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528831,555528831,1,Giogo - Colla di Casaglia,Giogo - Colla di Casaglia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,61.11,61.1123538412063,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528832,555528832,1,Muraglione - Acqua Cheta,Muraglione - Acqua Cheta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,48.85,48.8433024262849,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580531,555580531,1,Complesso di Monterufoli,Complesso di Monterufoli,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,50.33,50.3704738666979,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528862,555528862,1,Castelvecchio,Castelvecchio,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,11.14,11.149468959671,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Siena.,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529416,555529416,1,Monte Sacro e dintorni,Monte Sacro e dintorni,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,96.34,96.5209608004199,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Campania,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529052,555529052,1,Fondali tra le foci del Torrente Arrone e del Fiume Marta,Fondali tra le foci del Torrente Arrone e del Fiume Marta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,12.66,12.6587030231,23.97,23.9598399358917,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,"Regione Lazio Direzione Infrastrutture; Ambiente e Politiche Abitative",http://www.lifecomebis.eu/life.cfm,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528810,555528810,1,Monte Prato Fiorito - Monte Coronato - Valle dello Scesta,Monte Prato Fiorito - Monte Cornato - Valle dello Scesta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,19.07,19.0852541821873,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580523,555580523,1,Orrido di Botri,Orrido di Botri,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.44,2.4384225100887,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,"C.F.S.; Ufficio Amministrazione Gestione Ex A.S.F.D.; Viale G.Giusti; 65; 55100 Lucca. Tel. 0583/955525.",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528812,555528812,1,Monte Sumbra,Monte Sumbra,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,18.65,18.6689037667757,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Consorzio (Consiglio Di Gestione),Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528825,555528825,1,Monte Spigolino - Monte Gennaio,Monte Spigolino - Monte Gennaio,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.93,4.93240639447108,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528865,555528865,1,Alta Val di Merse,Alta Val di Merse,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,94.9,94.9391682886076,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,"1) C.F.S. Ufficio Amm.Ne Gestione Ex A.S.F.D.; Via Mazzini 4; 53100 Siena; Tel. 0577/284101/284437. -  2) Provincia Di Siena.",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528866,555528866,1,Basso Merse,Basso Merse,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,42.29,42.3008351850459,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,"1) C.F.S. Ufficio Amministrazione Gestione Ex. A.S.F.D. Via Mazzini 4; 53100; Siena Tel. 0577/284101/284437   2) Province Di Siena e Grosseto.",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580653,555580653,1,Pineta Granducale dell'Uccellina,Pineta Granducale dell'Uccellina,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,0.714053,6.26,6.26387291611142,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Regionale Della Maremma,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528879,555528879,1,Cono vulcanico del Monte Amiata,Cono vulcanico del Monte Amiata,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,61.14,61.148647551544,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580532,555580532,1,Lago di Chiusi,Lago di Chiusi,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.02,8.01791537251232,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528872,555528872,1,Val di Farma,Val di Farma,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,86.95,86.9869581700338,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,"1) C.F.S. Ufficio Amm.Ne Gestione Ex A.S.F.D.; Via Bicocchi 1; 58022 Follonica (Gr); Tel. 0566/40019  -  2) Provincie Di Siena e Grosseto",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528873,555528873,1,Lago dell'Accesa,Lago dell'Accesa,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,11.68,11.6887158751622,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580542,555580542,1,"Monte Argentario; Isolotto di Porto Ercole e Argentarola","Monte Argentario; Isolotto di Porto Ercole e Argentarola",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,1.620064,57.23,57.2666417447917,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529061,555529061,1,Fondali tra Capo Portiere e Lago di Caprolace (foce),Fondali tra Capo Portiere e Lago di Caprolace (foce),Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,19.39,19.4093136301,25.53,25.5522906374915,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,"Regione Lazio - Direzione Infrastrutture; Ambiente e Politiche Abitative",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529003,555529003,1,Selva di Castelfidardo,Selva di Castelfidardo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.15,1.15491925288792,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Ancona Dipartimento Iii Governo Del Territorio,http://www.norme.marche.it/Delibere/2015/DGR0551_15.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580549,555580549,1,Fiume Esino in località Ripa Bianca,Fiume Esino in località Ripa Bianca,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.06,4.06221683605677,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Per Il Territorio Della Sic/Zps Compreso In Quello Della Riserva Naturale Regionale Di Ripa Bianca Di Jesi: Riserva Naturale Regionale Di Ripa Bianca Di Jesi,http://www.norme.marche.it/Delibere/2016/DGR0766_16.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529005,555529005,1,Monte Puro - Rogedano - Valleremita,Monte Puro - Rogedano - Valleremita,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,15.14,15.1433797544285,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ambito n. 3 - Unione montana dell’ Esino - Frasassi ,http://www.norme.marche.it/Delibere/2015/DGR0583_15.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529012,555529012,1,Monte Bove,Monte Bove,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,22.13,22.1501750321485,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dei Monti Sibillini,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580550,555580550,1,Valle Rapegna e Monte Cardosa,Valle Rapegna e Monte Cardosa,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,23.41,23.4271305149038,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dei Monti Sibillini,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529017,555529017,1,Piana di Pioraco,Piana di Pioraco,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,5.58,5.58753044496369,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ambito n. 4 - Unione montana Alte Valli del Potenza e dell’ Esino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529019,555529019,1,Macchia di Montenero,Macchia di Montenero,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,3.55,3.55258343344672,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ambito n. 4 - Unione montana Alte Valli del Potenza e dell’ Esino,http://www.norme.marche.it/Delibere/2015/DGR0550_15.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529022,555529022,1,Monte S. Vicino,Monte S. Vicino,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.47,8.47861548126266,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Per Il Territorio Del Sic Compreso In Quello Della Riserva Naturale Del Monte San Vicino e Del Monte Canfaito:,http://www.norme.marche.it/Delibere/2015/DGR0583_15.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529024,555529024,1,Gola del Fiastrone,Gola del Fiastrone,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,25.53,25.5509553472188,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dei Monti Sibillini,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529047,555529047,1,Fiume Tronto tra Favalanciata e Acquasanta,Fiume Tronto tra Favalanciata e Acquasanta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,9.64,9.64711793735025,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Per il territorio del SIC compreso in quello del Parco Nazionale del Gran Sasso e dei Monti della Laga: Ente Parco Nazionale del Gran Sasso e dei Monti della Laga,http://www.norme.marche.it/Delibere/2015/DGR0582_15.pdf,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529055,555529055,1,Fondali tra Punta del Pecoraro e Capo Linaro,Fondali tra Punta del Pecoraro e Capo Linaro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,7.46,7.45984078096,10.96,10.9623892128173,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,"Regione Lazio - Direzione Infrastrutture; Ambiente e Politiche Abitative",Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529068,555529068,1,Fondali circostanti l'Isola di S. Stefano,Fondali circostanti l'Isola di S. Stefano,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,0.52,0.5164004398,0.52,0.516400428056118,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,"Regione Lazio - Direzione Infrastrutture; Ambiente e Politiche Abitative",Not Reported,State Verified,1832,Not Reported,ITA,ITA
